Query-ID,Reference-ID,Mash-distance,P-value,Matching-hashes
Cps_BWA166,Cps_HSID17575,0.0321348,0,3416/10000
Cac_DU076,Cps_HSID17575,0.224525,3.48E-172,45/10000
Cpr_KPL_2657,Cps_HSID17575,0.107006,0,558/10000
Cps_KPL_2795,Cps_HSID17575,0.01361,0,6018/10000
Cpr_DSM_44285,Cps_HSID17575,0.109161,0,532/10000
Cps_BWA305,Cps_HSID17575,0.0140895,0,5922/10000
Cps_KPL_2667,Cps_HSID17575,0.0358221,0,3083/10000
Cps_KPL_4025,Cps_HSID17575,0.0150549,0,5735/10000
Cac_KPL_3674,Cps_HSID17575,0.23782,2.33E-126,34/10000
Cps_KPL_3702,Cps_HSID17575,0.0146626,0,5810/10000
Cac_KPL_4075,Cps_HSID17575,0.213325,2.20E-223,57/10000
Cpr_KPL_2654,Cps_HSID17575,0.108991,0,534/10000
Cac_KPL_3647,Cps_HSID17575,0.200976,8.91E-298,74/10000
Cps_BWA172,Cps_HSID17575,0.0341584,0,3228/10000
Cpr_BWA124,Cps_HSID17575,0.10404,0,596/10000
Cac_BWA273,Cps_HSID17575,0.245371,5.62E-106,29/10000
Cpr_KPL_3953,Cps_HSID17575,0.100706,0,642/10000
Cps_BWA092,Cps_HSID17575,0.014364,0,5868/10000
Cac_BWA121,Cps_HSID17575,0.25242,6.51E-90,25/10000
Cpr_DE0530,Cps_HSID17575,0.10374,0,600/10000
Cac_ATCC_49725,Cps_HSID17575,0.250557,4.26E-94,26/10000
Ctu_BWA195,Cps_HSID17575,0.26803,9.75E-63,18/10000
Cps_KPL_4041,Cps_HSID17575,0.0157027,0,5614/10000
Cac_KPL_3802,Cps_HSID17575,0.206387,7.14E-262,66/10000
Ctu_BWA207,Cps_HSID17575,0.260703,1.66E-74,21/10000
Ctu_DU074,Cps_HSID17575,0.247037,3.63E-102,28/10000
Cps_KPL_2621,Cps_HSID17575,0.0150866,0,5729/10000
Cpr_KPL_2804,Cps_HSID17575,0.104419,0,591/10000
Cac_KPL_2618,Cps_HSID17575,0.239237,2.88E-122,33/10000
Cac_KPL_2617,Cps_HSID17575,0.236445,4.01E-130,35/10000
Cac_KPL_3774,Cps_HSID17575,0.214163,7.25E-219,56/10000
Ctu_SK141,Cps_HSID17575,0.26546,1.14E-66,19/10000
Cps_KPL_3671,Cps_HSID17575,0.0143844,0,5864/10000
Cpr_KPL_3672,Cps_HSID17575,0.10807,0,545/10000
Cac_BWA109,Cps_HSID17575,0.254359,3.66E-86,24/10000
Ctu_BWA158,Cps_HSID17575,0.248764,3.62E-98,27/10000
Cac_KPL_2652,Cps_HSID17575,0.232543,9.44E-143,38/10000
Cac_KPL_4065,Cps_HSID17575,0.212502,1.06E-227,58/10000
Cpr_KPL_2755,Cps_HSID17575,0.0994022,0,661/10000
Cac_KPL_3921,Cps_HSID17575,0.197886,2.6309e-320,79/10000
Cps_KPL_2773,Cps_HSID17575,0.0154274,0,5665/10000
Cma_NML_120205,Cps_HSID17575,0.240698,1.66E-118,32/10000
Cps_KPL_4010,Cps_HSID17575,0.0152191,0,5704/10000
Cps_KPL_2640,Cps_HSID17575,0.0153577,0,5678/10000
Cpr_HSID18035,Cps_HSID17575,0.096656,0,703/10000
Cps_KPL_2865,Cps_HSID17575,0.0146057,0,5821/10000
Cac_KPL_2859,Cps_HSID17575,0.254359,4.32E-86,24/10000
Cac_BWA096,Cps_HSID17575,0.228939,2.72E-155,41/10000
Cps_KPL_2733,Cps_HSID17575,0.0153898,0,5672/10000
Cps_KPL_2834,Cps_HSID17575,0.0159705,0,5565/10000
Ctu_KPL_3807,Cps_HSID17575,0.26546,9.93E-67,19/10000
Cac_KPL_2641,Cps_HSID17575,0.202271,7.92E-289,72/10000
Cac_KPL_2660,Cps_HSID17575,0.247037,8.36E-102,28/10000
Cpr_KPL_3675,Cps_HSID17575,0.10542,0,578/10000
Cac_KPL_3970,Cps_HSID17575,0.214163,5.10E-219,56/10000
Cac_KPL_3832,Cps_HSID17575,0.243761,2.92E-110,30/10000
Cpr_KPL_3889,Cps_HSID17575,0.098072,0,681/10000
Cps_KPL_3772,Cps_HSID17575,0.0151342,0,5720/10000
Cac_KPL_3926,Cps_HSID17575,0.243761,8.75E-110,30/10000
Cps_DU080,Cps_HSID17575,0.0150391,0,5738/10000
Ctu_BWA150,Cps_HSID17575,0.270747,6.35E-59,17/10000
Cac_DU079,Cps_HSID17575,0.208588,3.07E-249,63/10000
Cps_KPL_3770,Cps_HSID17575,0.0147926,0,5785/10000
Cac_KPL_2783,Cps_HSID17575,0.239237,3.61E-122,33/10000
Cma_CCUG_32361,Cps_HSID17575,0.258493,2.94E-78,22/10000
Cpr_1274_CJEI,Cps_HSID17575,0.106684,0,562/10000
Cps_KPL_2915,Cps_HSID17575,0.0146574,0,5811/10000
Cpr_KPL_3967,Cps_HSID17575,0.107822,0,548/10000
Cps_KPL_3833,Cps_HSID17575,0.014267,0,5887/10000
Cpr_KPL_2785,Cps_HSID17575,0.107168,0,556/10000
Cpr_KPL_4040,Cps_HSID17575,0.108403,0,541/10000
Cps_90104,Cps_HSID17575,0.01413,0,5914/10000
Cpr_KPL_2811,Cps_HSID17575,0.0982032,0,679/10000
Cac_KPL_3703,Cps_HSID17575,0.243761,4.66E-110,30/10000
Cac_KPL_4034,Cps_HSID17575,0.211692,4.52E-232,59/10000
Cma_NML_080212,Cps_HSID17575,0.23782,1.69E-126,34/10000
Cac_ATCC_49726,Cps_HSID17575,0.250557,3.34E-94,26/10000
Ctu_DSM_44922,Cps_HSID17576,0.26546,1.29E-66,19/10000
Cac_KPL_1996,Cps_HSID17576,0.243761,6.47E-110,30/10000
Cps_KPL_1989,Cps_HSID17576,0.0078218,0,7369/10000
Cac_KPL_1818,Cps_HSID17576,0.235108,2.10E-134,36/10000
Cps_BWA188,Cps_HSID17576,0.0318865,0,3440/10000
Cac_BWA270,Cps_HSID17576,0.260703,2.81E-74,21/10000
Cac_KPL_1824,Cps_HSID17576,0.23782,4.62E-126,34/10000
Cps_BWA127,Cps_HSID17576,0.0335296,0,3285/10000
Cps_BWA223,Cps_HSID17576,0.0331287,0,3322/10000
Cps_BWA184,Cps_HSID17576,0.0319897,0,3430/10000
Cps_BWA300,Cps_HSID17576,0.0332581,0,3310/10000
Cac_BWA161,Cps_HSID17576,0.254359,4.12E-86,24/10000
Cps_BWA311,Cps_HSID17576,0.0323015,0,3400/10000
Cps_DSM_44287,Cps_HSID17576,0.0129964,0,6144/10000
Cps_BWA118,Cps_HSID17576,0.0322806,0,3402/10000
Cps_BWA198,Cps_HSID17576,0.0324903,0,3382/10000
Cps_HSID17576,Cps_HSID17576,0,0,10000/10000
Cac_DU075,Cps_HSID17576,0.26546,1.59E-66,19/10000
Cps_BWA141,Cps_HSID17576,0.0326591,0,3366/10000
Cps_BWA283,Cps_HSID17576,0.0302755,0,3601/10000
Cps_HSID17575,Cps_HSID17576,0.0130157,0,6140/10000
Cps_BWA238,Cps_HSID17576,0.0324903,0,3382/10000
Cps_BWA110,Cps_HSID17576,0.0339805,0,3244/10000
Cac_BWA070,Cps_HSID17576,0.240698,2.33E-118,32/10000
Cps_KPL_3966,Cps_HSID17576,0.0144152,0,5858/10000
Cps_KPL_4066,Cps_HSID17576,0.0369409,0,2990/10000
Cps_KPL_2826,Cps_HSID17576,0.0134329,0,6054/10000
Cps_BWA164,Cps_HSID17576,0.0326063,0,3371/10000
Cpr_BWA290,Cps_HSID17576,0.106926,0,559/10000
Cpr_BWA146,Cps_HSID17576,0.107658,0,550/10000
Cps_BWA166,Cps_HSID17576,0.0324062,0,3390/10000
Cac_DU076,Cps_HSID17576,0.231311,3.35E-147,39/10000
Cpr_KPL_2657,Cps_HSID17576,0.107006,0,558/10000
Cps_KPL_2795,Cps_HSID17576,0.00760354,0,7428/10000
Cpr_DSM_44285,Cps_HSID17576,0.10857,0,539/10000
Cps_BWA305,Cps_HSID17576,0.00779578,0,7376/10000
Cps_KPL_2667,Cps_HSID17576,0.0355869,0,3103/10000
Cps_KPL_4025,Cps_HSID17576,0.0133303,0,6075/10000
Cac_KPL_3674,Cps_HSID17576,0.242205,3.00E-114,31/10000
Cps_KPL_3702,Cps_HSID17576,0.013714,0,5997/10000
Cac_KPL_4075,Cps_HSID17576,0.243761,3.90E-110,30/10000
Cpr_KPL_2654,Cps_HSID17576,0.109502,0,528/10000
Cac_KPL_3647,Cps_HSID17576,0.224525,3.11E-172,45/10000
Cps_BWA172,Cps_HSID17576,0.0340693,0,3236/10000
Cpr_BWA124,Cps_HSID17576,0.10359,0,602/10000
Cac_BWA273,Cps_HSID17576,0.250557,4.59E-94,26/10000
Cpr_KPL_3953,Cps_HSID17576,0.100776,0,641/10000
Cps_BWA092,Cps_HSID17576,0.0136447,0,6011/10000
Cac_BWA121,Cps_HSID17576,0.260703,2.77E-74,21/10000
Cpr_DE0530,Cps_HSID17576,0.10389,0,598/10000
Cac_ATCC_49725,Cps_HSID17576,0.258493,2.29E-78,22/10000
Ctu_BWA195,Cps_HSID17576,0.26803,8.12E-63,18/10000
Cps_KPL_4041,Cps_HSID17576,0.0134427,0,6052/10000
Cac_KPL_3802,Cps_HSID17576,0.231311,1.04E-146,39/10000
Ctu_BWA207,Cps_HSID17576,0.273629,2.59E-55,16/10000
Ctu_DU074,Cps_HSID17576,0.258493,2.08E-78,22/10000
Cps_KPL_2621,Cps_HSID17576,0.0138435,0,5971/10000
Cpr_KPL_2804,Cps_HSID17576,0.104343,0,592/10000
Cac_KPL_2618,Cps_HSID17576,0.242205,2.97E-114,31/10000
Cac_KPL_2617,Cps_HSID17576,0.242205,6.01E-114,31/10000
Cac_KPL_3774,Cps_HSID17576,0.242205,4.38E-114,31/10000
Ctu_SK141,Cps_HSID17576,0.276697,1.77E-51,15/10000
Cps_KPL_3671,Cps_HSID17576,0.0141502,0,5910/10000
Cpr_KPL_3672,Cps_HSID17576,0.105576,0,576/10000
Cac_BWA109,Cps_HSID17576,0.258493,2.22E-78,22/10000
Ctu_BWA158,Cps_HSID17576,0.254359,2.57E-86,24/10000
Cac_KPL_2652,Cps_HSID17576,0.25242,4.86E-90,25/10000
Cac_KPL_4065,Cps_HSID17576,0.245371,4.37E-106,29/10000
Cpr_KPL_2755,Cps_HSID17576,0.0996054,0,658/10000
Cac_KPL_3921,Cps_HSID17576,0.215885,8.31E-211,54/10000
Cps_KPL_2773,Cps_HSID17576,0.0149811,0,5749/10000
Cma_NML_120205,Cps_HSID17576,0.25242,2.29E-90,25/10000
Cps_KPL_4010,Cps_HSID17576,0.0143896,0,5863/10000
Cps_KPL_2640,Cps_HSID17576,0.0148971,0,5765/10000
Cpr_HSID18035,Cps_HSID17576,0.0962153,0,710/10000
Cps_KPL_2865,Cps_HSID17576,0.0119794,0,6361/10000
Cac_KPL_2859,Cps_HSID17576,0.256381,3.02E-82,23/10000
Cac_BWA096,Cps_HSID17576,0.243761,3.88E-110,30/10000
Cps_KPL_2733,Cps_HSID17576,0.0142568,0,5889/10000
Cps_KPL_2834,Cps_HSID17576,0.014803,0,5783/10000
Ctu_KPL_3807,Cps_HSID17576,0.276697,1.58E-51,15/10000
Cac_KPL_2641,Cps_HSID17576,0.227796,1.49E-159,42/10000
Cac_KPL_2660,Cps_HSID17576,0.256381,4.75E-82,23/10000
Cpr_KPL_3675,Cps_HSID17576,0.106285,0,567/10000
Cac_KPL_3970,Cps_HSID17576,0.243761,4.12E-110,30/10000
Cac_KPL_3832,Cps_HSID17576,0.250557,2.84E-94,26/10000
Cpr_KPL_3889,Cps_HSID17576,0.0984006,0,676/10000
Cps_KPL_3772,Cps_HSID17576,0.0122604,0,6300/10000
Cac_KPL_3926,Cps_HSID17576,0.243761,6.39E-110,30/10000
Cps_DU080,Cps_HSID17576,0.0125264,0,6243/10000
Ctu_BWA150,Cps_HSID17576,0.276697,2.02E-51,15/10000
Cac_DU079,Cps_HSID17576,0.236445,1.93E-130,35/10000
Cps_KPL_3770,Cps_HSID17576,0.0115402,0,6458/10000
Cac_KPL_2783,Cps_HSID17576,0.250557,5.04E-94,26/10000
Cma_CCUG_32361,Cps_HSID17576,0.26546,1.13E-66,19/10000
Cpr_1274_CJEI,Cps_HSID17576,0.106047,0,570/10000
Cps_KPL_2915,Cps_HSID17576,0.0135459,0,6031/10000
Cpr_KPL_3967,Cps_HSID17576,0.105498,0,577/10000
Cps_KPL_3833,Cps_HSID17576,0.0137737,0,5985/10000
Cpr_KPL_2785,Cps_HSID17576,0.105109,0,582/10000
Cpr_KPL_4040,Cps_HSID17576,0.107087,0,557/10000
Cps_90104,Cps_HSID17576,0.0146212,0,5818/10000
Cpr_KPL_2811,Cps_HSID17576,0.0987318,0,671/10000
Cac_KPL_3703,Cps_HSID17576,0.25242,4.08E-90,25/10000
Cac_KPL_4034,Cps_HSID17576,0.240698,2.80E-118,32/10000
Cma_NML_080212,Cps_HSID17576,0.247037,3.17E-102,28/10000
Cac_ATCC_49726,Cps_HSID17576,0.260703,1.55E-74,21/10000
Ctu_DSM_44922,Cps_KPL_1989,0.256381,3.40E-82,23/10000
Cac_KPL_1996,Cps_KPL_1989,0.239237,4.53E-122,33/10000
Cps_KPL_1989,Cps_KPL_1989,0,0,10000/10000
Cac_KPL_1818,Cps_KPL_1989,0.23011,6.18E-151,40/10000
Cps_BWA188,Cps_KPL_1989,0.0309346,0,3534/10000
Cac_BWA270,Cps_KPL_1989,0.26803,1.16E-62,18/10000
Cac_KPL_1824,Cps_KPL_1989,0.23011,8.62E-151,40/10000
Cps_BWA127,Cps_KPL_1989,0.0326274,0,3369/10000
Cps_BWA223,Cps_KPL_1989,0.0329785,0,3336/10000
Cps_BWA184,Cps_KPL_1989,0.0305785,0,3570/10000
Cps_BWA300,Cps_KPL_1989,0.0312551,0,3502/10000
Cac_BWA161,Cps_KPL_1989,0.256381,3.87E-82,23/10000
Cps_BWA311,Cps_KPL_1989,0.0318042,0,3448/10000
Cps_DSM_44287,Cps_KPL_1989,0.0126725,0,6212/10000
Cps_BWA118,Cps_KPL_1989,0.0317837,0,3450/10000
Cps_BWA198,Cps_KPL_1989,0.032218,0,3408/10000
Cps_HSID17576,Cps_KPL_1989,0.0078218,0,7369/10000
Cac_DU075,Cps_KPL_1989,0.270747,7.62E-59,17/10000
Cps_BWA141,Cps_KPL_1989,0.0319071,0,3438/10000
Cps_BWA283,Cps_KPL_1989,0.0296696,0,3664/10000
Cps_HSID17575,Cps_KPL_1989,0.0139035,0,5959/10000
Cps_BWA238,Cps_KPL_1989,0.0311746,0,3510/10000
Cps_BWA110,Cps_KPL_1989,0.0324587,0,3385/10000
Cac_BWA070,Cps_KPL_1989,0.242205,3.01E-114,31/10000
Cps_KPL_3966,Cps_KPL_1989,0.0128959,0,6165/10000
Cps_KPL_4066,Cps_KPL_1989,0.0366117,0,3017/10000
Cps_KPL_2826,Cps_KPL_1989,0.0133791,0,6065/10000
Cps_BWA164,Cps_KPL_1989,0.0314065,0,3487/10000
Cpr_BWA290,Cps_KPL_1989,0.104495,0,590/10000
Cpr_BWA146,Cps_KPL_1989,0.10542,0,578/10000
Cps_BWA166,Cps_KPL_1989,0.0309944,0,3528/10000
Cac_DU076,Cps_KPL_1989,0.232543,5.35E-143,38/10000
Cpr_KPL_2657,Cps_KPL_1989,0.104571,0,589/10000
Cps_KPL_2795,Cps_KPL_1989,0.00808778,0,7298/10000
Cpr_DSM_44285,Cps_KPL_1989,0.104571,0,589/10000
Cps_BWA305,Cps_KPL_1989,0.00606405,0,7864/10000
Cps_KPL_2667,Cps_KPL_1989,0.0349268,0,3160/10000
Cps_KPL_4025,Cps_KPL_1989,0.0131313,0,6116/10000
Cac_KPL_3674,Cps_KPL_1989,0.243761,3.73E-110,30/10000
Cps_KPL_3702,Cps_KPL_1989,0.0135952,0,6021/10000
Cac_KPL_4075,Cps_KPL_1989,0.23782,2.07E-126,34/10000
Cpr_KPL_2654,Cps_KPL_1989,0.107822,0,548/10000
Cac_KPL_3647,Cps_KPL_1989,0.223483,2.07E-176,46/10000
Cps_BWA172,Cps_KPL_1989,0.0330964,0,3325/10000
Cpr_BWA124,Cps_KPL_1989,0.100152,0,650/10000
Cac_BWA273,Cps_KPL_1989,0.250557,4.92E-94,26/10000
Cpr_KPL_3953,Cps_KPL_1989,0.102413,0,618/10000
Cps_BWA092,Cps_KPL_1989,0.0135607,0,6028/10000
Cac_BWA121,Cps_KPL_1989,0.26803,1.15E-62,18/10000
Cpr_DE0530,Cps_KPL_1989,0.104343,0,592/10000
Cac_ATCC_49725,Cps_KPL_1989,0.256381,2.83E-82,23/10000
Ctu_BWA195,Cps_KPL_1989,0.26803,8.51E-63,18/10000
Cps_KPL_4041,Cps_KPL_1989,0.0142721,0,5886/10000
Cac_KPL_3802,Cps_KPL_1989,0.22559,1.49E-167,44/10000
Ctu_BWA207,Cps_KPL_1989,0.26546,8.54E-67,19/10000
Ctu_DU074,Cps_KPL_1989,0.245371,2.70E-106,29/10000
Cps_KPL_2621,Cps_KPL_1989,0.0136595,0,6008/10000
Cpr_KPL_2804,Cps_KPL_1989,0.100015,0,652/10000
Cac_KPL_2618,Cps_KPL_1989,0.242205,3.22E-114,31/10000
Cac_KPL_2617,Cps_KPL_1989,0.245371,7.92E-106,29/10000
Cac_KPL_3774,Cps_KPL_1989,0.23782,2.72E-126,34/10000
Ctu_SK141,Cps_KPL_1989,0.26803,7.07E-63,18/10000
Cps_KPL_3671,Cps_KPL_1989,0.0133889,0,6063/10000
Cpr_KPL_3672,Cps_KPL_1989,0.105264,0,580/10000
Cac_BWA109,Cps_KPL_1989,0.263022,1.51E-70,20/10000
Ctu_BWA158,Cps_KPL_1989,0.25242,2.92E-90,25/10000
Cac_KPL_2652,Cps_KPL_1989,0.243761,4.57E-110,30/10000
Cac_KPL_4065,Cps_KPL_1989,0.236445,1.63E-130,35/10000
Cpr_KPL_2755,Cps_KPL_1989,0.100221,0,649/10000
Cac_KPL_3921,Cps_KPL_1989,0.213325,1.07E-223,57/10000
Cps_KPL_2773,Cps_KPL_1989,0.014554,0,5831/10000
Cma_NML_120205,Cps_KPL_1989,0.256381,2.09E-82,23/10000
Cps_KPL_4010,Cps_KPL_1989,0.0140694,0,5926/10000
Cps_KPL_2640,Cps_KPL_1989,0.0150338,0,5739/10000
Cpr_HSID18035,Cps_KPL_1989,0.0952252,0,726/10000
Cps_KPL_2865,Cps_KPL_1989,0.0114553,0,6477/10000
Cac_KPL_2859,Cps_KPL_1989,0.258493,2.73E-78,22/10000
Cac_BWA096,Cps_KPL_1989,0.242205,3.69E-114,31/10000
Cps_KPL_2733,Cps_KPL_1989,0.0140794,0,5924/10000
Cps_KPL_2834,Cps_KPL_1989,0.0146057,0,5821/10000
Ctu_KPL_3807,Cps_KPL_1989,0.26803,6.20E-63,18/10000
Cac_KPL_2641,Cps_KPL_1989,0.219531,2.38E-193,50/10000
Cac_KPL_2660,Cps_KPL_1989,0.256381,5.05E-82,23/10000
Cpr_KPL_3675,Cps_KPL_1989,0.102196,0,621/10000
Cac_KPL_3970,Cps_KPL_1989,0.23782,2.20E-126,34/10000
Cac_KPL_3832,Cps_KPL_1989,0.248764,3.00E-98,27/10000
Cpr_KPL_3889,Cps_KPL_1989,0.0994022,0,661/10000
Cps_KPL_3772,Cps_KPL_1989,0.0134329,0,6054/10000
Cac_KPL_3926,Cps_KPL_1989,0.242205,6.18E-114,31/10000
Cps_DU080,Cps_KPL_1989,0.010992,0,6582/10000
Ctu_BWA150,Cps_KPL_1989,0.26803,8.33E-63,18/10000
Cac_DU079,Cps_KPL_1989,0.227796,1.79E-159,42/10000
Cps_KPL_3770,Cps_KPL_1989,0.012016,0,6353/10000
Cac_KPL_2783,Cps_KPL_1989,0.250557,5.40E-94,26/10000
Cma_CCUG_32361,Cps_KPL_1989,0.279978,1.18E-47,14/10000
Cpr_1274_CJEI,Cps_KPL_1989,0.10374,0,600/10000
Cps_KPL_2915,Cps_KPL_1989,0.0135066,0,6039/10000
Cpr_KPL_3967,Cps_KPL_1989,0.103441,0,604/10000
Cps_KPL_3833,Cps_KPL_1989,0.0136199,0,6016/10000
Cpr_KPL_2785,Cps_KPL_1989,0.103071,0,609/10000
Cpr_KPL_4040,Cps_KPL_1989,0.10725,0,555/10000
Cps_90104,Cps_KPL_1989,0.0147561,0,5792/10000
Cpr_KPL_2811,Cps_KPL_1989,0.100221,0,649/10000
Cac_KPL_3703,Cps_KPL_1989,0.25242,4.35E-90,25/10000
Cac_KPL_4034,Cps_KPL_1989,0.23782,2.00E-126,34/10000
Cma_NML_080212,Cps_KPL_1989,0.25242,3.46E-90,25/10000
Cac_ATCC_49726,Cps_KPL_1989,0.254359,2.53E-86,24/10000
Ctu_DSM_44922,Cps_KPL_2621,0.26546,1.42E-66,19/10000
Cac_KPL_1996,Cps_KPL_2621,0.23011,6.63E-151,40/10000
Cps_KPL_1989,Cps_KPL_2621,0.0136595,0,6008/10000
Cac_KPL_1818,Cps_KPL_2621,0.247037,8.89E-102,28/10000
Cps_BWA188,Cps_KPL_2621,0.0318145,0,3447/10000
Cac_BWA270,Cps_KPL_2621,0.236445,2.08E-130,35/10000
Cac_KPL_1824,Cps_KPL_2621,0.245371,1.08E-105,29/10000
Cps_BWA127,Cps_KPL_2621,0.0336499,0,3274/10000
Cps_BWA223,Cps_KPL_2621,0.0335405,0,3284/10000
Cps_BWA184,Cps_KPL_2621,0.0320933,0,3420/10000
Cps_BWA300,Cps_KPL_2621,0.033161,0,3319/10000
Cac_BWA161,Cps_KPL_2621,0.240698,3.36E-118,32/10000
Cps_BWA311,Cps_KPL_2621,0.0329143,0,3342/10000
Cps_DSM_44287,Cps_KPL_2621,0.0140643,0,5927/10000
Cps_BWA118,Cps_KPL_2621,0.0329036,0,3343/10000
Cps_BWA198,Cps_KPL_2621,0.0327971,0,3353/10000
Cps_HSID17576,Cps_KPL_2621,0.0138435,0,5971/10000
Cac_DU075,Cps_KPL_2621,0.240698,3.99E-118,32/10000
Cps_BWA141,Cps_KPL_2621,0.0332365,0,3312/10000
Cps_BWA283,Cps_KPL_2621,0.0315996,0,3468/10000
Cps_HSID17575,Cps_KPL_2621,0.0150866,0,5729/10000
Cps_BWA238,Cps_KPL_2621,0.0326803,0,3364/10000
Cps_BWA110,Cps_KPL_2621,0.0333773,0,3299/10000
Cac_BWA070,Cps_KPL_2621,0.232543,5.48E-143,38/10000
Cps_KPL_3966,Cps_KPL_2621,0.0148553,0,5773/10000
Cps_KPL_4066,Cps_KPL_2621,0.0373607,0,2956/10000
Cps_KPL_2826,Cps_KPL_2621,0.0141148,0,5917/10000
Cps_BWA164,Cps_KPL_2621,0.0332365,0,3312/10000
Cpr_BWA290,Cps_KPL_2621,0.107087,0,557/10000
Cpr_BWA146,Cps_KPL_2621,0.107006,0,558/10000
Cps_BWA166,Cps_KPL_2621,0.0319071,0,3438/10000
Cac_DU076,Cps_KPL_2621,0.23011,2.80E-151,40/10000
Cpr_KPL_2657,Cps_KPL_2621,0.106206,0,568/10000
Cps_KPL_2795,Cps_KPL_2621,0.013714,0,5997/10000
Cpr_DSM_44285,Cps_KPL_2621,0.107494,0,552/10000
Cps_BWA305,Cps_KPL_2621,0.0131651,0,6109/10000
Cps_KPL_2667,Cps_KPL_2621,0.0352492,0,3132/10000
Cps_KPL_4025,Cps_KPL_2621,0.014024,0,5935/10000
Cac_KPL_3674,Cps_KPL_2621,0.233808,8.47E-139,37/10000
Cps_KPL_3702,Cps_KPL_2621,0.0135262,0,6035/10000
Cac_KPL_4075,Cps_KPL_2621,0.23011,3.36E-151,40/10000
Cpr_KPL_2654,Cps_KPL_2621,0.107658,0,550/10000
Cac_KPL_3647,Cps_KPL_2621,0.22668,1.05E-163,43/10000
Cps_BWA172,Cps_KPL_2621,0.034416,0,3205/10000
Cpr_BWA124,Cps_KPL_2621,0.103367,0,605/10000
Cac_BWA273,Cps_KPL_2621,0.240698,3.30E-118,32/10000
Cpr_KPL_3953,Cps_KPL_2621,0.103293,0,606/10000
Cps_BWA092,Cps_KPL_2621,0.0137091,0,5998/10000
Cac_BWA121,Cps_KPL_2621,0.23782,2.61E-126,34/10000
Cpr_DE0530,Cps_KPL_2621,0.106047,0,570/10000
Cac_ATCC_49725,Cps_KPL_2621,0.247037,3.59E-102,28/10000
Ctu_BWA195,Cps_KPL_2621,0.256381,3.14E-82,23/10000
Cps_KPL_4041,Cps_KPL_2621,0.0133987,0,6061/10000
Cac_KPL_3802,Cps_KPL_2621,0.232543,1.81E-142,38/10000
Ctu_BWA207,Cps_KPL_2621,0.291447,1.13E-36,11/10000
Ctu_DU074,Cps_KPL_2621,0.25242,3.25E-90,25/10000
Cps_KPL_2621,Cps_KPL_2621,0,0,10000/10000
Cpr_KPL_2804,Cps_KPL_2621,0.102268,0,620/10000
Cac_KPL_2618,Cps_KPL_2621,0.239237,2.45E-122,33/10000
Cac_KPL_2617,Cps_KPL_2621,0.23011,7.00E-151,40/10000
Cac_KPL_3774,Cps_KPL_2621,0.231311,6.77E-147,39/10000
Ctu_SK141,Cps_KPL_2621,0.283502,5.64E-44,13/10000
Cps_KPL_3671,Cps_KPL_2621,0.0138885,0,5962/10000
Cpr_KPL_3672,Cps_KPL_2621,0.10359,0,602/10000
Cac_BWA109,Cps_KPL_2621,0.240698,2.07E-118,32/10000
Ctu_BWA158,Cps_KPL_2621,0.263022,1.46E-70,20/10000
Cac_KPL_2652,Cps_KPL_2621,0.240698,3.74E-118,32/10000
Cac_KPL_4065,Cps_KPL_2621,0.235108,1.36E-134,36/10000
Cpr_KPL_2755,Cps_KPL_2621,0.0989318,0,668/10000
Cac_KPL_3921,Cps_KPL_2621,0.224525,2.74E-172,45/10000
Cps_KPL_2773,Cps_KPL_2621,0.0147978,0,5784/10000
Cma_NML_120205,Cps_KPL_2621,0.25242,2.61E-90,25/10000
Cps_KPL_4010,Cps_KPL_2621,0.0143742,0,5866/10000
Cps_KPL_2640,Cps_KPL_2621,0.0156322,0,5627/10000
Cpr_HSID18035,Cps_KPL_2621,0.0983347,0,677/10000
Cps_KPL_2865,Cps_KPL_2621,0.0141604,0,5908/10000
Cac_KPL_2859,Cps_KPL_2621,0.231311,3.48E-147,39/10000
Cac_BWA096,Cps_KPL_2621,0.23011,3.34E-151,40/10000
Cps_KPL_2733,Cps_KPL_2621,0.013428,0,6055/10000
Cps_KPL_2834,Cps_KPL_2621,0.0140643,0,5927/10000
Ctu_KPL_3807,Cps_KPL_2621,0.26803,6.51E-63,18/10000
Cac_KPL_2641,Cps_KPL_2621,0.233808,1.24E-138,37/10000
Cac_KPL_2660,Cps_KPL_2621,0.243761,6.35E-110,30/10000
Cpr_KPL_3675,Cps_KPL_2621,0.104648,0,588/10000
Cac_KPL_3970,Cps_KPL_2621,0.232543,7.58E-143,38/10000
Cac_KPL_3832,Cps_KPL_2621,0.245371,2.84E-106,29/10000
Cpr_KPL_3889,Cps_KPL_2621,0.100152,0,650/10000
Cps_KPL_3772,Cps_KPL_2621,0.0142568,0,5889/10000
Cac_KPL_3926,Cps_KPL_2621,0.233808,1.82E-138,37/10000
Cps_DU080,Cps_KPL_2621,0.0134133,0,6058/10000
Ctu_BWA150,Cps_KPL_2621,0.263022,1.67E-70,20/10000
Cac_DU079,Cps_KPL_2621,0.240698,4.41E-118,32/10000
Cps_KPL_3770,Cps_KPL_2621,0.0130157,0,6140/10000
Cac_KPL_2783,Cps_KPL_2621,0.239237,3.07E-122,33/10000
Cma_CCUG_32361,Cps_KPL_2621,0.256381,3.09E-82,23/10000
Cpr_1274_CJEI,Cps_KPL_2621,0.105889,0,572/10000
Cps_KPL_2915,Cps_KPL_2621,0.0141959,0,5901/10000
Cpr_KPL_3967,Cps_KPL_2621,0.106047,0,570/10000
